"FacilityID","FacilityName","Address","City","State","ZIPCode","CountyName","PhoneNumber","Condition","MeasureID","MeasureName","STTag","Score","Sample","Footnote","StartDate","EndDate"
"26009F","ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER","915 NORTH GRAND","ST. LOUIS","MO","63106","ST. LOUIS","(314) 652-4100","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26009F","ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER","915 NORTH GRAND","ST. LOUIS","MO","63106","ST. LOUIS","(314) 652-4100","Emergency Department","OP-22","Left before being seen","Percentage","1","22524",NA,"01/01/2021","12/31/2021"
"26009F","ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER","915 NORTH GRAND","ST. LOUIS","MO","63106","ST. LOUIS","(314) 652-4100","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26009F","ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER","915 NORTH GRAND","ST. LOUIS","MO","63106","ST. LOUIS","(314) 652-4100","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","90","30",NA,"01/01/2021","12/31/2021"
"26009F","ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER","915 NORTH GRAND","ST. LOUIS","MO","63106","ST. LOUIS","(314) 652-4100","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26009F","ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER","915 NORTH GRAND","ST. LOUIS","MO","63106","ST. LOUIS","(314) 652-4100","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","27","33",NA,"07/01/2021","06/30/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","90","1830",NA,"04/01/2022","06/30/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","87","1872",NA,"10/01/2021","03/31/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Emergency Department","OP-22","Left before being seen","Percentage","0","9701",NA,"01/01/2021","12/31/2021"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"26023F","COLUMBIA MO VA MEDICAL CENTER","800 HOSPITAL DR","COLUMBIA","MO","65201","BOONE","(573) 814-6000","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","31","26",NA,"07/01/2021","06/30/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","87","1340",NA,"04/01/2022","06/30/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","85","1368",NA,"10/01/2021","03/31/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Emergency Department","OP-22","Left before being seen","Percentage","2","4709",NA,"01/01/2021","12/31/2021"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","98","40",NA,"01/01/2021","12/31/2021"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT","59636","LEWIS AND CLARK","(406) 447-7900","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","90","2485",NA,"04/01/2022","06/30/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","63","2573",NA,"10/01/2021","03/31/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Emergency Department","OP-22","Left before being seen","Percentage","1","14994",NA,"01/01/2021","12/31/2021"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","100","18",NA,"01/01/2021","12/31/2021"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE","68105","DOUGLAS","(402) 346-8800","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","64","42",NA,"07/01/2021","06/30/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","92","1700",NA,"04/01/2022","06/30/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","77","1763",NA,"10/01/2021","03/31/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Emergency Department","OP-22","Left before being seen","Percentage","0","16102",NA,"01/01/2021","12/31/2021"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","98","40",NA,"01/01/2021","12/31/2021"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","(775) 328-1263","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","36","39",NA,"07/01/2021","06/30/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","87","3092",NA,"04/01/2022","06/30/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","75","3059",NA,"10/01/2021","03/31/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Emergency Department","OP-22","Left before being seen","Percentage","1","38372",NA,"01/01/2021","12/31/2021"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","1","01/01/2021","12/31/2021"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","(702) 791-9024","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","34","32",NA,"07/01/2021","06/30/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","90","3015",NA,"04/01/2022","06/30/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","50","3045",NA,"10/01/2021","03/31/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Emergency Department","OP-22","Left before being seen","Percentage","1","13035",NA,"01/01/2021","12/31/2021"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","66","29",NA,"01/01/2021","12/31/2021"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","(973) 676-1000","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","28","29",NA,"07/01/2021","06/30/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","93","2667",NA,"04/01/2022","06/30/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","86","2629",NA,"10/01/2021","03/31/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Emergency Department","OP-22","Left before being seen","Percentage","2","21237",NA,"01/01/2021","12/31/2021"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","41","22",NA,"01/01/2021","12/31/2021"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","(505) 256-2889","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","16","61",NA,"07/01/2021","06/30/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","91","1402",NA,"04/01/2022","06/30/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","68","1445",NA,"10/01/2021","03/31/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Emergency Department","OP-22","Left before being seen","Percentage","2","8575",NA,"01/01/2021","12/31/2021"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","(518) 626-5000","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","31","42",NA,"07/01/2021","06/30/2022"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","(607) 664-4000","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","(607) 664-4000","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","90","1665",NA,"04/01/2022","06/30/2022"
