CountyState,FIPSCode,MothersRace,Year,TeenBirths,TeenFemalePopulation,TeenFertilityRate,AveragePrenatalVisits
"Ingham County, MI",26065,White,2019,76,9155,8.3,12.12
"Jackson County, MI",26075,Black or African American,2019,20,407,49.14,11.35
"Jackson County, MI",26075,White,2019,84,3956,21.23,10.85
"Kalamazoo County, MI",26077,Black or African American,2019,59,1333,44.26,16
"Kalamazoo County, MI",26077,White,2019,86,6810,12.63,14.74
"Kent County, MI",26081,Black or African American,2019,150,2777,54.02,9.89
"Kent County, MI",26081,White,2019,187,16057,11.65,10.99
"Livingston County, MI",26093,White,2019,19,5639,3.37,14.06
"Macomb County, MI",26099,Black or African American,2019,97,3962,24.48,9.75
"Macomb County, MI",26099,White,2019,131,18463,7.1,11.13
"Monroe County, MI",26115,White,2019,67,4219,15.88,11.76
"Muskegon County, MI",26121,Black or African American,2019,58,819,70.82,9.91
"Muskegon County, MI",26121,White,2019,78,3973,19.63,10.18
"Oakland County, MI",26125,Black or African American,2019,104,5748,18.09,11.89
"Oakland County, MI",26125,White,2019,126,26567,4.74,12.25
"Ottawa County, MI",26139,White,2019,79,11079,7.13,10.23
"Saginaw County, MI",26145,Black or African American,2019,59,1476,39.97,9.63
"Saginaw County, MI",26145,White,2019,59,4406,13.39,12.09
"St. Clair County, MI",26147,White,2019,68,4217,16.13,10.66
"Washtenaw County, MI",26161,Black or African American,2019,40,2028,19.72,13.43
"Washtenaw County, MI",26161,White,2019,40,11454,3.49,13.49
"Wayne County, MI",26163,Black or African American,2019,800,21946,36.45,9.37
"Wayne County, MI",26163,White,2019,348,27632,12.59,10.75
"Unidentified Counties, MI",26999,American Indian or Alaska Native,2019,28,1266,22.12,10.68
"Unidentified Counties, MI",26999,Black or African American,2019,23,1280,17.97,8.13
"Unidentified Counties, MI",26999,White,2019,968,59758,16.2,11.54
"Anoka County, MN",27003,Black or African American,2019,22,1090,20.18,11.18
"Anoka County, MN",27003,White,2019,54,8441,6.4,10.34
"Dakota County, MN",27037,Black or African American,2019,10,1127,8.87,10.5
"Dakota County, MN",27037,White,2019,67,10382,6.45,11.3
"Hennepin County, MN",27053,American Indian or Alaska Native,2019,13,562,23.13,4.92
"Hennepin County, MN",27053,Asian,2019,19,3024,6.28,9.05
"Hennepin County, MN",27053,Black or African American,2019,170,6745,25.2,8.69
"Hennepin County, MN",27053,White,2019,130,23279,5.58,9.52
"Olmsted County, MN",27109,White,2019,35,3535,9.9,9.89
"Ramsey County, MN",27123,Asian,2019,57,3350,17.01,8.19
"Ramsey County, MN",27123,Black or African American,2019,81,2739,29.57,9.25
"Ramsey County, MN",27123,White,2019,69,9885,6.98,9.81
"St. Louis County, MN",27137,White,2019,50,5927,8.44,11.66
"Scott County, MN",27139,White,2019,17,4254,4,10.65
"Stearns County, MN",27145,Black or African American,2019,11,626,17.57,9
"Stearns County, MN",27145,White,2019,35,5355,6.54,11.54
"Washington County, MN",27163,White,2019,32,6870,4.66,11.47
"Wright County, MN",27171,White,2019,27,4348,6.21,12.59
"Unidentified Counties, MN",27999,American Indian or Alaska Native,2019,94,1710,54.97,9.06
"Unidentified Counties, MN",27999,Asian,2019,13,1422,9.14,9.54
"Unidentified Counties, MN",27999,Black or African American,2019,36,1786,20.16,8.91
"Unidentified Counties, MN",27999,White,2019,567,55750,10.17,11.01
"DeSoto County, MS",28033,Black or African American,2019,54,2381,22.68,8.09
"DeSoto County, MS",28033,White,2019,67,3853,17.39,10.39
"Harrison County, MS",28047,Black or African American,2019,78,1981,39.37,10.44
"Harrison County, MS",28047,White,2019,91,3777,24.09,10.11
"Hinds County, MS",28049,Black or African American,2019,219,6781,32.3,11.77
"Hinds County, MS",28049,White,2019,23,1722,13.36,12.57
"Jackson County, MS",28059,Black or African American,2019,30,1136,26.41,10.72
"Jackson County, MS",28059,White,2019,61,3061,19.93,11.4
"Rankin County, MS",28121,Black or African American,2019,19,1197,15.87,10.47
"Rankin County, MS",28121,White,2019,60,3344,17.94,10.57
"Unidentified Counties, MS",28999,American Indian or Alaska Native,2019,35,672,52.08,10.23
"Unidentified Counties, MS",28999,Black or African American,2019,1150,29502,38.98,10.57
"Unidentified Counties, MS",28999,White,2019,980,35850,27.34,11.58
"Boone County, MO",29019,Black or African American,2019,26,773,33.64,7.77
"Boone County, MO",29019,White,2019,43,6095,7.05,9.48
"Clay County, MO",29047,Black or African American,2019,14,648,21.6,9.07
"Clay County, MO",29047,White,2019,69,6229,11.08,10.33
"Franklin County, MO",29071,White,2019,63,2897,21.75,11.1
"Greene County, MO",29077,Black or African American,2019,11,428,25.7,8.4
"Greene County, MO",29077,White,2019,189,8517,22.19,10.68
"Jackson County, MO",29095,Asian,2019,13,489,26.58,9.31
"Jackson County, MO",29095,Black or African American,2019,232,5733,40.47,8.26
"Jackson County, MO",29095,White,2019,246,13162,18.69,9.92
"Jasper County, MO",29097,White,2019,143,3481,41.08,10.7
"Jefferson County, MO",29099,White,2019,85,6291,13.51,10.4
"St. Charles County, MO",29183,Black or African American,2019,12,833,14.41,7
"St. Charles County, MO",29183,White,2019,76,10983,6.92,11.3
"St. Louis County, MO",29189,Black or African American,2019,293,8967,32.68,7.96
"St. Louis County, MO",29189,White,2019,86,18465,4.66,9.77
"St. Louis city, MO",29510,Black or African American,2019,178,4305,41.35,6.18
"St. Louis city, MO",29510,White,2019,34,2580,13.18,5.39
"Unidentified Counties, MO",29999,American Indian or Alaska Native,2019,10,626,15.97,10.5
"Unidentified Counties, MO",29999,Black or African American,2019,100,3819,26.18,9.01
"Unidentified Counties, MO",29999,Native Hawaiian or Other Pacific Islander,2019,10,222,45.05,9.3
"Unidentified Counties, MO",29999,White,2019,1685,71632,23.52,10.71
"Missoula County, MT",30063,White,2019,22,3280,6.71,10.73
"Yellowstone County, MT",30111,American Indian or Alaska Native,2019,16,315,50.79,7.88
"Yellowstone County, MT",30111,White,2019,56,4143,13.52,12
"Unidentified Counties, MT",30999,American Indian or Alaska Native,2019,141,2537,55.58,7.6
"Unidentified Counties, MT",30999,White,2019,229,18299,12.51,10.85
"Douglas County, NE",31055,American Indian or Alaska Native,2019,13,297,43.77,9.36
"Douglas County, NE",31055,Asian,2019,11,869,12.66,8
"Douglas County, NE",31055,Black or African American,2019,88,2516,34.98,9.18
"Douglas County, NE",31055,White,2019,193,14209,13.58,10.33
"Lancaster County, NE",31109,Black or African American,2019,12,599,20.03,10.75
"Lancaster County, NE",31109,White,2019,105,9837,10.67,9.77
"Sarpy County, NE",31153,White,2019,43,5432,7.92,11.65
"Unidentified Counties, NE",31999,American Indian or Alaska Native,2019,36,761,47.31,7.78
"Unidentified Counties, NE",31999,White,2019,409,25605,15.97,10.44
"Clark County, NV",32003,Asian,2019,28,5567,5.03,9.58
"Clark County, NV",32003,Black or African American,2019,289,9485,30.47,10.43
"Clark County, NV",32003,Native Hawaiian or Other Pacific Islander,2019,12,700,17.14,10.67
"Clark County, NV",32003,White,2019,804,44515,18.06,10.28
"Washoe County, NV",32031,White,2019,202,10751,18.79,9.11
"Unidentified Counties, NV",32999,American Indian or Alaska Native,2019,13,438,29.68,6.31
"Unidentified Counties, NV",32999,White,2019,157,7757,20.24,9.01
"Hillsborough County, NH",33011,Black or African American,2019,11,509,21.61,9.09
"Hillsborough County, NH",33011,White,2019,89,10540,8.44,11.92
"Merrimack County, NH",33013,White,2019,22,4374,5.03,12.18
"Rockingham County, NH",33015,White,2019,24,7924,3.03,12.5
"Strafford County, NH",33017,White,2019,30,5127,5.85,12.27
"Unidentified Counties, NH",33999,White,2019,87,9587,9.07,12.08
"Atlantic County, NJ",34001,Black or African American,2019,63,1603,39.3,8.41
"Atlantic County, NJ",34001,White,2019,66,5248,12.58,9.67
"Bergen County, NJ",34003,Black or African American,2019,21,2216,9.48,8.67
"Bergen County, NJ",34003,White,2019,58,20469,2.83,8.68
"Burlington County, NJ",34005,Black or African American,2019,42,2638,15.92,8.86
"Burlington County, NJ",34005,White,2019,47,8695,5.41,9.32
"Camden County, NJ",34007,Black or African American,2019,102,3826,26.66,8.14
"Camden County, NJ",34007,White,2019,123,9220,13.34,9.76
"Cumberland County, NJ",34011,Black or African American,2019,29,1022,28.38,9.17
"Cumberland County, NJ",34011,White,2019,99,3060,32.35,9.6
"Essex County, NJ",34013,Black or African American,2019,205,10804,18.97,6.96
"Essex County, NJ",34013,White,2019,177,11256,15.72,8.05
"Gloucester County, NJ",34015,Black or African American,2019,21,1145,18.34,8.67
"Gloucester County, NJ",34015,White,2019,34,7258,4.68,9.71
"Hudson County, NJ",34017,Black or African American,2019,67,2848,23.53,7.33
"Hudson County, NJ",34017,White,2019,159,10136,15.69,8.32
"Hunterdon County, NJ",34019,White,2019,14,3509,3.99,9.71
"Mercer County, NJ",34021,Black or African American,2019,92,2783,33.06,9.12
"Mercer County, NJ",34021,White,2019,112,8252,13.57,9.83
"Middlesex County, NJ",34023,Black or African American,2019,40,3627,11.03,8.4
"Middlesex County, NJ",34023,White,2019,150,15372,9.76,8.49
"Monmouth County, NJ",34025,Black or African American,2019,28,1678,16.69,9.57
"Monmouth County, NJ",34025,White,2019,61,16137,3.78,9.48
"Morris County, NJ",34027,White,2019,33,13033,2.53,9.52
"Ocean County, NJ",34029,White,2019,100,15162,6.6,10.15
"Passaic County, NJ",34031,Black or African American,2019,70,2413,29.01,9.88
"Passaic County, NJ",34031,White,2019,199,12580,15.82,9.76
"Somerset County, NJ",34035,Black or African American,2019,12,1144,10.49,10.75
"Somerset County, NJ",34035,White,2019,43,6917,6.22,10.14
"Sussex County, NJ",34037,White,2019,11,3847,2.86,9.73
"Union County, NJ",34039,Black or African American,2019,53,4449,11.91,7.23
"Union County, NJ",34039,White,2019,157,11073,14.18,8.75
"Warren County, NJ",34041,White,2019,20,2784,7.18,11.9
"Unidentified Counties, NJ",34999,Black or African American,2019,18,429,41.96,9.17
"Unidentified Counties, NJ",34999,White,2019,38,3210,11.84,9.37
"Bernalillo County, NM",35001,American Indian or Alaska Native,2019,37,1511,24.49,8.75
"Bernalillo County, NM",35001,Black or African American,2019,20,874,22.88,8.1
"Bernalillo County, NM",35001,White,2019,281,17031,16.5,8.75
"Dona Ana County, NM",35013,White,2019,204,7953,25.65,10.19
"Sandoval County, NM",35043,American Indian or Alaska Native,2019,24,795,30.19,7.08
"Sandoval County, NM",35043,White,2019,41,3438,11.93,9.07
"San Juan County, NM",35045,American Indian or Alaska Native,2019,69,2022,34.12,8.46
"San Juan County, NM",35045,White,2019,53,2116,25.05,8.56
"Santa Fe County, NM",35049,White,2019,58,3564,16.27,9.36
"Unidentified Counties, NM",35999,American Indian or Alaska Native,2019,125,3889,32.14,8.33
"Unidentified Counties, NM",35999,Black or African American,2019,15,651,23.04,11.93
"Unidentified Counties, NM",35999,White,2019,694,19209,36.13,8.97
"Albany County, NY",36001,Black or African American,2019,43,2027,21.21,8.07
"Albany County, NY",36001,White,2019,38,7851,4.84,10.64
"Bronx County, NY",36005,Asian,2019,13,1885,6.9,7.5
"Bronx County, NY",36005,Black or African American,2019,385,19861,19.38,8.44
"Bronx County, NY",36005,White,2019,445,20072,22.17,8.57
"Broome County, NY",36007,Black or African American,2019,12,631,19.02,9.83
"Broome County, NY",36007,White,2019,77,5343,14.41,12.39
"Chautauqua County, NY",36013,White,2019,92,3907,23.55,10.48
"Dutchess County, NY",36027,Black or African American,2019,25,1228,20.36,11.12
"Dutchess County, NY",36027,White,2019,48,8119,5.91,11.48
"Erie County, NY",36029,Asian,2019,14,1622,8.63,10
"Erie County, NY",36029,Black or African American,2019,215,4750,45.26,9.8
"Erie County, NY",36029,White,2019,160,20319,7.87,10.39
"Jefferson County, NY",36045,Black or African American,2019,11,173,63.58,10.55
"Jefferson County, NY",36045,White,2019,88,2502,35.17,12.32
"Kings County, NY",36047,Asian,2019,25,7499,3.33,10.08
"Kings County, NY",36047,Black or African American,2019,377,25184,14.97,9.29
"Kings County, NY",36047,White,2019,393,30939,12.7,9.98
"Monroe County, NY",36055,Black or African American,2019,161,4775,33.72,8.66
"Monroe County, NY",36055,White,2019,126,16928,7.44,9.77
"Nassau County, NY",36059,Black or African American,2019,47,5937,7.92,10.64
"Nassau County, NY",36059,White,2019,169,29663,5.7,10.78
"New York County, NY",36061,Black or African American,2019,136,7776,17.49,8.95
"New York County, NY",36061,White,2019,133,21455,6.2,9.69
"Niagara County, NY",36063,Black or African American,2019,27,593,45.53,9.92
"Niagara County, NY",36063,White,2019,57,4952,11.51,10.02
"Oneida County, NY",36065,Black or African American,2019,29,640,45.31,8.14
"Oneida County, NY",36065,White,2019,74,5702,12.98,11.26
"Onondaga County, NY",36067,Black or African American,2019,97,2405,40.33,9.6
"Onondaga County, NY",36067,White,2019,86,11858,7.25,11.62
"Ontario County, NY",36069,White,2019,24,3119,7.69,11.08
"Orange County, NY",36071,Black or African American,2019,28,1879,14.9,7.46
"Orange County, NY",36071,White,2019,130,10513,12.37,9.08
"Oswego County, NY",36075,White,2019,65,3881,16.75,11.58
"Queens County, NY",36081,Asian,2019,40,13479,2.97,10.87
"Queens County, NY",36081,Black or African American,2019,157,13419,11.7,9.55
"Queens County, NY",36081,White,2019,307,25009,12.28,9.51
"Rensselaer County, NY",36083,Black or African American,2019,22,509,43.22,9.91
"Rensselaer County, NY",36083,White,2019,46,3796,12.12,11.74
"Richmond County, NY",36085,Black or African American,2019,46,2046,22.48,11.66
"Richmond County, NY",36085,White,2019,62,10268,6.04,11.16
"Rockland County, NY",36087,Black or African American,2019,13,1391,9.35,10.15
"Rockland County, NY",36087,White,2019,110,9151,12.02,10.46
"St. Lawrence County, NY",36089,White,2019,48,4048,11.86,9.9
"Saratoga County, NY",36091,White,2019,35,6035,5.8,11.91
"Schenectady County, NY",36093,Black or African American,2019,26,758,34.3,9.9
"Schenectady County, NY",36093,White,2019,44,3327,13.23,10.78
"Suffolk County, NY",36103,Black or African American,2019,78,4733,16.48,9.52
"Suffolk County, NY",36103,White,2019,343,37130,9.24,10.25
"Tompkins County, NY",36109,White,2019,23,4323,5.32,12.13
"Ulster County, NY",36111,White,2019,46,4423,10.4,9.41
"Westchester County, NY",36119,Black or African American,2019,78,5478,14.24,9.31
"Westchester County, NY",36119,White,2019,138,22429,6.15,8.88
"Unidentified Counties, NY",36999,Black or African American,2019,30,2434,12.33,12.03
"Unidentified Counties, NY",36999,White,2019,692,51718,13.38,10.98
"Alamance County, NC",37001,Black or African American,2019,34,1136,29.93,9.53
"Alamance County, NC",37001,White,2019,59,5120,11.52,10.09
"Brunswick County, NC",37019,White,2019,51,2169,23.51,10.55
"Buncombe County, NC",37021,Black or African American,2019,16,504,31.75,11.44
"Buncombe County, NC",37021,White,2019,77,5837,13.19,12.57
"Cabarrus County, NC",37025,Black or African American,2019,29,1650,17.58,10.76
"Cabarrus County, NC",37025,White,2019,68,5022,13.54,10.43
"Catawba County, NC",37035,Black or African American,2019,15,438,34.25,9.13
"Catawba County, NC",37035,White,2019,71,3997,17.76,13.13
"Craven County, NC",37049,Black or African American,2019,21,693,30.3,9.3
"Craven County, NC",37049,White,2019,48,1777,27.01,11.64
"Cumberland County, NC",37051,Black or African American,2019,127,4755,26.71,9.65
"Cumberland County, NC",37051,White,2019,83,4486,18.5,12.22
"Davidson County, NC",37057,Black or African American,2019,23,502,45.82,10.83
"Davidson County, NC",37057,White,2019,79,4175,18.92,12.97
"Durham County, NC",37063,Black or African American,2019,101,4908,20.58,12.76
"Durham County, NC",37063,White,2019,77,4414,17.44,11.13
"Forsyth County, NC",37067,Black or African American,2019,106,4412,24.03,12.75
"Forsyth County, NC",37067,White,2019,130,8320,15.62,12.62
"Gaston County, NC",37071,Black or African American,2019,56,1388,40.35,9.02
"Gaston County, NC",37071,White,2019,93,4814,19.32,10.87
"Guilford County, NC",37081,Asian,2019,13,971,13.39,11.62
"Guilford County, NC",37081,Black or African American,2019,159,8780,18.11,11.66
"Guilford County, NC",37081,White,2019,96,10472,9.17,10.57
"Harnett County, NC",37085,Black or African American,2019,32,1134,28.22,8.61
"Harnett County, NC",37085,White,2019,60,2960,20.27,9.57
"Henderson County, NC",37089,White,2019,46,2560,17.97,12.89
"Iredell County, NC",37097,Black or African American,2019,21,761,27.6,8.86
"Iredell County, NC",37097,White,2019,54,4560,11.84,10.94
"Johnston County, NC",37101,Black or African American,2019,42,1167,35.99,11.5
"Johnston County, NC",37101,White,2019,75,5243,14.3,11.68
"Mecklenburg County, NC",37119,Asian,2019,19,1871,10.15,10
"Mecklenburg County, NC",37119,Black or African American,2019,297,13187,22.52,9.51
"Mecklenburg County, NC",37119,White,2019,222,18599,11.94,7.99
"New Hanover County, NC",37129,Black or African American,2019,39,1120,34.82,10.15
"New Hanover County, NC",37129,White,2019,42,6586,6.38,12.25
"Onslow County, NC",37133,Black or African American,2019,32,998,32.06,11.09
"Onslow County, NC",37133,White,2019,137,3395,40.35,11.8
"Orange County, NC",37135,Black or African American,2019,13,917,14.18,8.67
"Orange County, NC",37135,White,2019,18,5940,3.03,11.12
"Pitt County, NC",37147,Black or African American,2019,69,2615,26.39,10
"Pitt County, NC",37147,White,2019,24,4692,5.12,11.5
"Randolph County, NC",37151,White,2019,78,3783,20.62,11.91
"Robeson County, NC",37155,American Indian or Alaska Native,2019,78,1899,41.07,10.6
"Robeson County, NC",37155,Black or African American,2019,30,1227,24.45,9.07
"Robeson County, NC",37155,White,2019,35,1370,25.55,8.09
"Rowan County, NC",37159,Black or African American,2019,33,816,40.44,10.41
"Rowan County, NC",37159,White,2019,57,3355,16.99,9.51
"Union County, NC",37179,Black or African American,2019,17,1212,14.03,8.88
"Union County, NC",37179,White,2019,58,8209,7.07,10.86
"Wake County, NC",37183,Black or African American,2019,193,8866,21.77,9.42
"Wake County, NC",37183,White,2019,147,24531,5.99,10.08
"Wayne County, NC",37191,Black or African American,2019,54,1314,41.1,9.81
"Wayne County, NC",37191,White,2019,47,2299,20.44,10.72
"Unidentified Counties, NC",37999,American Indian or Alaska Native,2019,48,1696,28.3,10.44
"Unidentified Counties, NC",37999,Asian,2019,16,1024,15.62,7.75
"Unidentified Counties, NC",37999,Black or African American,2019,701,18900,37.09,10.38
"Unidentified Counties, NC",37999,Native Hawaiian or Other Pacific Islander,2019,10,158,63.29,8.89
"Unidentified Counties, NC",37999,White,2019,1300,64045,20.3,11.44
"Cass County, ND",38017,White,2019,40,4872,8.21,10.41
"Unidentified Counties, ND",38999,American Indian or Alaska Native,2019,77,1683,45.75,7.71
"Unidentified Counties, ND",38999,White,2019,182,14104,12.9,10.4
"Allen County, OH",39003,Black or African American,2019,35,489,71.57,10.31
"Allen County, OH",39003,White,2019,56,2519,22.23,11.45
"Ashtabula County, OH",39007,White,2019,63,2540,24.8,9.16
"Butler County, OH",39017,Black or African American,2019,29,1437,20.18,11.04
"Butler County, OH",39017,White,2019,168,12028,13.97,10.87
"Clark County, OH",39023,Black or African American,2019,17,411,41.36,7
"Clark County, OH",39023,White,2019,108,3730,28.95,9.25
"Clermont County, OH",39025,White,2019,94,5740,16.38,11.59
"Columbiana County, OH",39029,White,2019,53,2633,20.13,12.83
"Cuyahoga County, OH",39035,Black or African American,2019,470,12794,36.74,8.84
"Cuyahoga County, OH",39035,White,2019,203,20160,10.07,11.04
"Delaware County, OH",39041,White,2019,31,6473,4.79,10.32
"Fairfield County, OH",39045,Black or African American,2019,10,557,17.95,9.89
"Fairfield County, OH",39045,White,2019,64,4113,15.56,10.98
"Franklin County, OH",39049,Asian,2019,16,2301,6.95,11.12
"Franklin County, OH",39049,Black or African American,2019,314,10973,28.62,9.04
"Franklin County, OH",39049,White,2019,306,25459,12.02,9.25
"Greene County, OH",39057,Black or African American,2019,10,994,10.06,8.9
"Greene County, OH",39057,White,2019,48,4645,10.33,10.38
"Hamilton County, OH",39061,Black or African American,2019,321,7677,41.81,9.32
"Hamilton County, OH",39061,White,2019,199,16770,11.87,9.93
"Lake County, OH",39085,White,2019,63,5858,10.75,9.76
"Licking County, OH",39089,White,2019,91,4962,18.34,9.81
"Lorain County, OH",39093,Black or African American,2019,42,972,43.21,7.67
"Lorain County, OH",39093,White,2019,131,7940,16.5,10.33
"Lucas County, OH",39095,Black or African American,2019,134,3205,41.81,10.11
"Lucas County, OH",39095,White,2019,133,8730,15.23,12.39
"Mahoning County, OH",39099,Black or African American,2019,77,1291,59.64,11.97
"Mahoning County, OH",39099,White,2019,69,4942,13.96,12.87
"Medina County, OH",39103,White,2019,33,5231,6.31,11.15
"Miami County, OH",39109,White,2019,63,2924,21.55,10.35
"Montgomery County, OH",39113,Black or African American,2019,179,3987,44.9,9.3
"Montgomery County, OH",39113,White,2019,209,11000,19,10.3
"Portage County, OH",39133,White,2019,32,6107,5.24,12.56
"Richland County, OH",39139,Black or African American,2019,10,319,31.35,10.1
"Richland County, OH",39139,White,2019,83,2931,28.32,11.87
"Stark County, OH",39151,Black or African American,2019,64,1067,59.98,9.2
"Stark County, OH",39151,White,2019,179,9391,19.06,9.86
"Summit County, OH",39153,Asian,2019,12,630,19.05,11.17
"Summit County, OH",39153,Black or African American,2019,119,3062,38.86,9.18
"Summit County, OH",39153,White,2019,127,11405,11.14,10.72
"Trumbull County, OH",39155,Black or African American,2019,35,528,66.29,11.97
"Trumbull County, OH",39155,White,2019,104,4642,22.4,11.13
"Warren County, OH",39165,White,2019,55,6896,7.98,10.78
"Wayne County, OH",39169,White,2019,41,3691,11.11,11.51
"Wood County, OH",39173,White,2019,44,5039,8.73,12.34
"Unidentified Counties, OH",39999,Black or African American,2019,59,1897,31.1,10.47
"Unidentified Counties, OH",39999,White,2019,1662,79201,20.98,11.26
"Canadian County, OK",40017,White,2019,57,3782,15.07,9.79
"Cleveland County, OK",40027,Black or African American,2019,15,696,21.55,7.87
"Cleveland County, OK",40027,White,2019,105,7703,13.63,9.44
"Comanche County, OK",40031,American Indian or Alaska Native,2019,11,298,36.91,8.18
"Comanche County, OK",40031,Black or African American,2019,22,764,28.8,8.68
"Comanche County, OK",40031,White,2019,57,2166,26.32,9.39
"Oklahoma County, OK",40109,American Indian or Alaska Native,2019,39,1286,30.33,9.87
"Oklahoma County, OK",40109,Black or African American,2019,166,4384,37.86,9.05
"Oklahoma County, OK",40109,White,2019,480,16090,29.83,10.29
"Tulsa County, OK",40143,American Indian or Alaska Native,2019,26,1722,15.1,11.31
"Tulsa County, OK",40143,Black or African American,2019,106,2674,39.64,9.98
"Tulsa County, OK",40143,White,2019,326,13507,24.14,11.69
"Unidentified Counties, OK",40999,American Indian or Alaska Native,2019,396,11096,35.69,10.55
"Unidentified Counties, OK",40999,Black or African American,2019,56,2735,20.48,9.44
"Unidentified Counties, OK",40999,Native Hawaiian or Other Pacific Islander,2019,14,195,71.79,5.93
"Unidentified Counties, OK",40999,White,2019,1236,42808,28.87,10.63
"Clackamas County, OR",41005,White,2019,70,10084,6.94,12.22
"Deschutes County, OR",41017,White,2019,49,4712,10.4,10.49
"Douglas County, OR",41019,White,2019,51,2449,20.82,12.9
"Jackson County, OR",41029,White,2019,85,5247,16.2,10.49
"Lane County, OR",41039,White,2019,83,10088,8.23,11.06
"Linn County, OR",41043,White,2019,44,3280,13.41,10.82
"Marion County, OR",41047,White,2019,182,9455,19.25,11.36
"Multnomah County, OR",41051,Black or African American,2019,34,1591,21.37,9.94
"Multnomah County, OR",41051,White,2019,162,14105,11.49,10.22
"Washington County, OR",41067,White,2019,112,13510,8.29,10.73
"Unidentified Counties, OR",41999,American Indian or Alaska Native,2019,28,966,28.99,9.71
"Unidentified Counties, OR",41999,White,2019,400,26188,15.27,11.43
"Adams County, PA",42001,White,2019,26,3083,8.43,12.22
"Allegheny County, PA",42003,Black or African American,2019,171,6062,28.21,11.9
"Allegheny County, PA",42003,White,2019,121,25014,4.84,12.42
"Beaver County, PA",42007,Black or African American,2019,12,374,32.09,8.82
"Beaver County, PA",42007,White,2019,34,3570,9.52,10.72
"Berks County, PA",42011,Black or African American,2019,50,1358,36.82,14.53
"Berks County, PA",42011,White,2019,197,11965,16.46,15.05
"Blair County, PA",42013,White,2019,67,3215,20.84,11.57
"Bucks County, PA",42017,Black or African American,2019,14,963,14.54,11.71
"Bucks County, PA",42017,White,2019,55,15656,3.51,9.98
"Butler County, PA",42019,White,2019,32,5566,5.75,11.68
"Cambria County, PA",42021,Black or African American,2019,10,177,56.5,11.1
"Cambria County, PA",42021,White,2019,57,3650,15.62,11.14
"Centre County, PA",42027,White,2019,18,6470,2.78,10.94
"Chester County, PA",42029,Black or African American,2019,25,1606,15.57,7.08
"Chester County, PA",42029,White,2019,54,14845,3.64,8.89
"Cumberland County, PA",42041,White,2019,69,7070,9.76,10.17
"Dauphin County, PA",42043,Black or African American,2019,60,1947,30.82,9.27
"Dauphin County, PA",42043,White,2019,68,4967,13.69,10.17
"Delaware County, PA",42045,Black or African American,2019,111,5077,21.86,8.32
"Delaware County, PA",42045,White,2019,57,11767,4.84,10.4
"Erie County, PA",42049,Black or African American,2019,42,841,49.94,8.33
"Erie County, PA",42049,White,2019,114,7557,15.09,10.82
"Fayette County, PA",42051,White,2019,63,3040,20.72,11.23
"Franklin County, PA",42055,White,2019,75,3982,18.83,10.34
"Lackawanna County, PA",42069,Black or African American,2019,15,329,45.59,8.14
"Lackawanna County, PA",42069,White,2019,64,5732,11.17,10.71
"Lancaster County, PA",42071,Black or African American,2019,39,1170,33.33,10.08
"Lancaster County, PA",42071,White,2019,150,15236,9.85,10.78
"Lebanon County, PA",42075,White,2019,74,3880,19.07,11.66
"Lehigh County, PA",42077,Black or African American,2019,47,1513,31.06,12.71
"Lehigh County, PA",42077,White,2019,158,9486,16.66,10.85
"Luzerne County, PA",42079,Black or African American,2019,29,823,35.24,9.67
"Luzerne County, PA",42079,White,2019,149,7943,18.76,11.3
"Lycoming County, PA",42081,White,2019,36,2995,12.02,11.47
"Mercer County, PA",42085,White,2019,31,2987,10.38,10.31
"Monroe County, PA",42089,Black or African American,2019,18,1260,14.29,10.61
"Monroe County, PA",42089,White,2019,29,4515,6.42,11.79
"Montgomery County, PA",42091,Black or African American,2019,66,3078,21.44,10.5
"Montgomery County, PA",42091,White,2019,67,18921,3.54,8.43
"Northampton County, PA",42095,Black or African American,2019,16,972,16.46,12.06
"Northampton County, PA",42095,White,2019,64,8266,7.74,13.73
"Philadelphia County, PA",42101,Asian,2019,26,4062,6.4,9.33
"Philadelphia County, PA",42101,Black or African American,2019,709,22423,31.62,7.71
"Philadelphia County, PA",42101,White,2019,307,18620,16.49,8.5
"Schuylkill County, PA",42107,White,2019,64,3442,18.59,10.47
"Washington County, PA",42125,White,2019,49,5467,8.96,11.39
"Westmoreland County, PA",42129,Black or African American,2019,10,328,30.49,11
"Westmoreland County, PA",42129,White,2019,69,8342,8.27,11.49
"York County, PA",42133,Black or African American,2019,59,1292,45.67,9.92
"York County, PA",42133,White,2019,134,11182,11.98,11.53
"Unidentified Counties, PA",42999,Black or African American,2019,21,1492,14.08,10.68
"Unidentified Counties, PA",42999,White,2019,697,46069,15.13,11.16
"Kent County, RI",44003,White,2019,23,3674,6.26,10.19
"Providence County, RI",44007,Asian,2019,10,1304,7.67,13
"Providence County, RI",44007,Black or African American,2019,63,3255,19.35,11.57
"Providence County, RI",44007,White,2019,203,15751,12.89,11.8
"Unidentified Counties, RI",44999,White,2019,16,3797,4.21,12.29
"Aiken County, SC",45003,Black or African American,2019,30,1613,18.6,9.4
"Aiken County, SC",45003,White,2019,68,3202,21.24,10.89
"Anderson County, SC",45007,Black or African American,2019,41,1126,36.41,14.17
"Anderson County, SC",45007,White,2019,93,4983,18.66,12.82
"Beaufort County, SC",45013,Black or African American,2019,34,1145,29.69,12.47
"Beaufort County, SC",45013,White,2019,48,3479,13.8,9.98
